id,title,source,source_names,date,url,one_liner,sponsor_names,company_names,has_sponsor_signal,company_affiliation_signal
c969b467e8dc8390bf592cd170e5a71e797dc522cd885e28bf034a6854ddd109,Watch these raindrops turn into rolling ‘sandballs’,Science News,,2025-12-22T03:00:00,https://www.science.org/content/article/watch-these-raindrops-turn-rolling-sandballs,Summary skipped due to cap.,,,False,False
96d81484987a45dc79a3dc81f254e2b231c62cf712c9ec2293ad22d8df1b5d54,Urolithin A Restores Mitochondrial Function and Reverses Cardiac Remodeling in Heart Failure with Preserved Ejection Fraction,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696570v1?rss=1,No LLM provider configured.,,,False,False
6779d1ad99f0dd086f138b67d148299523ae01e9ec5682d784c929fe8f809931,"Rutin derived microbiota metabolite 3,4 dihydroxybenzoic acid restores antibiotic susceptibility in XDR Gram negative pathogens with a system wide susceptibility signature",bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696599v1?rss=1,No LLM provider configured.,,,False,False
56d4288e1d0fa9eaaf4418eefa7daf6891c037d3d3573a6c1fa2515ffc0d6ec2,A VSV-vector vaccine simultaneously targeting H5N1 hemagglutinin (HA) and matrix protein 2 (M2) induces robust neutralizing and ADCC antibody responses and provides full protection against lethal H5N1 infection in a mouse model,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696590v1?rss=1,No LLM provider configured.,,,False,False
22337e0a2444eda478690a362584e984a428bc96ee144b93443b3fe13c40bf52,The combination of elevated neuronal activity and mitochondrial damage induces Pink1-dependent mitophagy in axons,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696432v1?rss=1,No LLM provider configured.,,,False,False
496926ca18060534773c362c4c061c6c9362e341c66f6d640fb213cd1adcb0d8,Assessment of methods for network analysis of single-time-point microbial samples,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696561v1?rss=1,No LLM provider configured.,,,False,False
e47c3f7abadb1514379533837b19501cab9ebcf6e827b4e627eec43d9f5172aa,Agent-based modeling demonstrates how target-independent processes supplement killing by antibody-drug conjugates in cancer therapy,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696346v1?rss=1,No LLM provider configured.,,,False,False
6bed2fa2f2f6fa7bc84ce8682beee61d00543f17dc849c4624da199346b137c8,MutSimABC: A Simulation-Based Approximate Bayesian Computational Framework for Mutation Rate Inference in Long-Lived Trees,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696594v1?rss=1,No LLM provider configured.,,,False,False
d6afac61f24681f75ca76e4ead6b06ee5a2966129469dcb65d2529865f3f8278,In Silico Screening of Neem-Derived Phytochemicals Targeting the Avr1 (SIX4) Effector Protein of Fusarium oxysporum for Fusarium Wilt Management,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.25.696551v1?rss=1,No LLM provider configured.,,,False,False
0c371bfc1b8fce0fc5cd8b8f23465919b9034cd38cbe9ea6f7b8a2004d9c4a36,Decoupling Efficacy from Toxicity: Engineering Spatial Control in AAV-Mediated Gene Therapy,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696588v1?rss=1,No LLM provider configured.,,,False,False
7cbad988d3a70d4895528d7c472ae3af9477646dd8b2484afa98b59962cc3196,Random Mutagenesis for the Generation of Repertoire of Aureochrome-based Optogenetic Scaffolds,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696586v1?rss=1,No LLM provider configured.,,,False,False
f4d6bb33ec21057a6a63f5667386f835880b05a355bb4d17f40ebf14d6c93620,Genome evolution and convergent innovation in the carnivorous plant Sarracenia purpurea,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696377v1?rss=1,No LLM provider configured.,,,False,False
2f97d205ccd3be5b7230994cbfdaadd4aa700a71866a20ae1304466a0f190d64,Eco-Evolutionary game dynamics with Three Strategies: how geometric analysis provides insights into stability,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696515v1?rss=1,No LLM provider configured.,,,False,False
97338ab42e7bc81cc4fdccef1e349784608671a52b79a7df4a88034f9f32afc9,A changing hierarchy of environmental time cues guide development of the migratory pest moth Loxostege sticticalis,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696557v1?rss=1,No LLM provider configured.,,,False,False
492af457775c08535730d5c455212afc5d9f15a0f89a796ce5b4a97fd1cb80a1,Combining participatory mapping and oral histories of veteran fishers to identify long-term environmental change in a nationally significant river,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.695674v1?rss=1,No LLM provider configured.,,,False,False
ef0a33a12d08066af6407d584d57654fca1e95e1be035c8531c48f35bc523c85,"Discovery of a chemosynthetic community at the serpentinite-hosted seep on the Quaker Seamount, Mariana Forearc",bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696545v1?rss=1,No LLM provider configured.,,,False,False
33990b6fae65567ba6d92daf73566f3000cae47e8f240b2930fa4b54d2724850,A minor muscle stem cell population functions as metabolic Trojan horse fueling systemic aging by succinate induced epigenetic reprogramming,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696560v1?rss=1,No LLM provider configured.,,,False,False
8dbfb1b5edf37c7f6c495866426c3ececbcfed345489a9b9cc4a166f31bfa128,"Single-cell RNA sequencing identifies progenitor dysfunction, inflammation and premature aging in ex vivo airway epithelium-derived from transplant recipients",bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696372v1?rss=1,No LLM provider configured.,,,False,False
da700fc76cf24e5af5949403544efc7830ef8b418e6f9edaff91c06ff3733e9b,HIV-1 Integration Site Determines the Transcriptional Fate and Persistence of Integrated Proviruses,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696579v1?rss=1,No LLM provider configured.,,,False,False
a327d2976b8c5eb5bd875df7a435352af19c533a1ca2e4e5f41d4698d675c8cd,Establishing thresholds for azole tolerance and persistence in Aspergillus fumigatus to study their impact on voriconazole treatment in vivo,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.693403v1?rss=1,No LLM provider configured.,,,False,False
11ef9deaa1d61cdb6caff8077608fafb1508bb93cf6a0be72058eec2b2cc3ddd,Differential proteomic and metabolic remodelling of CD4⁺ and CD8⁺ T cells in mesenteric lymph nodes during colitis-associated colorectal cancer,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696593v1?rss=1,No LLM provider configured.,,,False,False
91db90982e76c915fde075b4c24a08c3c8436827bb210ebc352f1e92724536b5,Cortical spectral rebalancing underlies pregabalin's efficacy in restless legs syndrome,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696558v1?rss=1,No LLM provider configured.,,,False,False
5b59ad47e3935176ae5608f3c3db7243db8573ae49ed52d7d4c45faa96cb7f4b,Spatial and temporal contexts drive visual temporal integration via spatiotemporal normalisation,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696562v1?rss=1,No LLM provider configured.,,,False,False
9a0e650a43f53787bf37b1a3ed53d55190320dedc8a21a80e0b5965b3d688d6f,Repetitive Hibernation-Like State Suppresses the Progression of Amyloid Pathology,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.694269v1?rss=1,No LLM provider configured.,,,False,False
35c8445a771ef922c0997692b1336b9e927f099075554f289cfff47fd644d84c,Structural basis of asymmetric transcription through a composite nucleosome formed by a hexasome and an octasome,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.26.696134v1?rss=1,No LLM provider configured.,,,False,False
30d8b2f41589f3177a3d7ad635ef2524557a16bd197df7b67b94de82377c85d5,From Nicotiana to apple: effector screening reveals new avenues for durable scab resistance,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.25.696553v1?rss=1,No LLM provider configured.,,,False,False
77117e4ef0a44f7f39cfab45a375dbb9de5a2c326255a59b854440b867b0be10,A shared ensemble in the prelimbic cortex links impulsivity and anxiety-like behavior.,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.25.696439v1?rss=1,No LLM provider configured.,,,False,False
0534222f1218fca8146e9313c590acd7662d4f828d5e91b1f3d7a2568e8323c6,Pleiotropic mutation in a tendril TCP gene underlies the yield-enhancing multiple-flowering trait in summer squash (Cucurbita pepo),bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.25.696487v1?rss=1,No LLM provider configured.,,,False,False
9c11fdf3f3983e95a907917225bfe9ccb8230c92726f29aea6877a947e4d6ca0,Ensemble-DeepSets: an interpretable deep learning framework for single-cell resolution profiling of immunological aging,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.25.696528v1?rss=1,No LLM provider configured.,,,False,False
69a3621fd610370fd36300808431562cd7921fe1b5869b11b6cdda6525c4e06f,The Algorithm for Reversible Jump Inference of Motifs,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.25.696506v1?rss=1,No LLM provider configured.,,,False,False
209d2c649015a371e6a40357881d578d90da4c165abe36c964fa7bd26617903f,OMNI: Optimized Multi-view Network Integration with Heterogeneous Graph Attention for Biomedical Interaction Prediction,bioRxiv (all),,2025-12-26T00:00:00,https://www.biorxiv.org/content/10.64898/2025.12.25.696543v1?rss=1,No LLM provider configured.,,,False,False
76385b941cd1b7bdbe17f46ecae5659250e690c12729f24739a2ee7e9308fbcd,Air pollution exposure among people with limitations in activities of daily living in the United States,medRxiv (all),,2025-12-24T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342861v1?rss=1,Summary skipped due to cap.,,,False,False
e29a164e088f6599529d90978bf84c66183899af5a70d61299336d5b7caa917c,Artificial intelligence-driven ECG biomarkers for screening of large pericardial effusion,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342872v1?rss=1,Summary skipped due to cap.,,,False,False
3140d0f68711103c14896c6e6abc01899be00fd8947150b5342648d5a349a3c8,Mapping the prevalence of molecular markers of Plasmodium falciparum artemisinin partial resistance in Africa: a spatial-temporal modelling study,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342873v1?rss=1,Summary skipped due to cap.,,,False,False
2a122bdc397095f039a43f121e433d997ec7290b8a9a2bad60ae9a69f422a790,Acute kidney injury and death in severe falciparum malaria,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342813v1?rss=1,Summary skipped due to cap.,,,False,False
65c46a30f59b112080e8eb6b62e3cdc85822ee32231fcc8db98eb745c9f8be3e,Optimizing an LLM-Based Clinical Data Querying System Using Metadata Enrichment and Task Decomposition,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342863v1?rss=1,Summary skipped due to cap.,,,False,False
4cd0bada37beafbde18da8b2e3591cb75043bc02091cc0f1c4159073f52aa61b,"Projected population health, demographics, and associated healthcare resource requirements from 2025 to 2047: modelling study in England",medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342817v1?rss=1,Summary skipped due to cap.,,,False,False
94f36bd90de323bd8a6b133a417ddab4ea7d165d6d586cfc652935ab1398decd,"The spatiotemporal distribution of substandard and falsified antimalarial medicines in Africa, 1996-2019",medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342680v1?rss=1,Summary skipped due to cap.,,,False,False
014bfca82e10ba7285cc9c4458cebd1fc8f9f5935e50579cbb280229de76bf66,"A Randomised, Triple-Blind, Dose-Finding Study of the Impact of Psilocybin on Motor Function in Healthy Participants",medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342874v1?rss=1,Summary skipped due to cap.,,,False,False
b1fbf43d64f3cf1a5d87840003edab6d9bdf9eb60b0730b1542540a3c19cdbc6,Efficacy and Safety of Pemvidutide in Patients with Metabolic Dysfunction-Associated Steatohepatitis: A Systematic Review and Dose-Specific Meta-Analysis of Randomized Controlled Trials,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342824v1?rss=1,Summary skipped due to cap.,,,False,False
58634a8b322666269f1c134ee2e8ba1ab25dbd05263290970ba1dd131ae91fae,Association of Regular Antithrombotic Drug Use with the Risk of Non-Gallstone Acute Pancreatitis: A Prospective Cohort Study,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342783v1?rss=1,Summary skipped due to cap.,,,False,False
cf1ff756da1d93201372fe0ec0044b4f6ea78523eb5ddba4643402f01b3e62dd,Decoding WNT Pathway Dysregulation in Bevacizumab-Treated Early-Onset Colorectal Cancer to Inform Precision Oncology,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342868v1?rss=1,Summary skipped due to cap.,,,False,False
c800a132994706f775589ff358b8a2a288c55b50bff85dbcf882a7ea27bb4811,Uncovering Semantic Cognition Beyond Traditional Language batteries: Behavioural and Neural bases of the Semantic Knowledge Test,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342886v1?rss=1,Summary skipped due to cap.,,,False,False
0eec15676d183bab742eacbe2359e543ed43faf4549c66995f06c56257b04450,Development and Validation of a Pan-Plasmodium Molecular Assay as a Confirmatory Method for Malaria Blood Donor Screening,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342854v1?rss=1,Summary skipped due to cap.,,,False,False
342b546bfe9ccf4a46f1b6ae22ccd305096df5c601d0e57a17276fb1a81010fc,Colonoscopy Complications in Persons with Spinal Cord Injury - worth the risk?,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.19.25342693v1?rss=1,Summary skipped due to cap.,,,False,False
b028a03855aea87f438bafb88c2a3fd4edc4c879882007aa02d22c23cf8fcbd3,From Preservation to Regeneration: Stem Cell-Derived Therapies in Machine-Perfused Kidney Transplants : A systematic Review and Meta-analysis,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342821v1?rss=1,Summary skipped due to cap.,,,False,False
dee501995791bfab92ce64666191e16ebce726bf5764d5677d55cc85db3c417e,Baseline Serum Metabolites as Predictors of Teplizumab Response in Individuals with Type 1 Diabetes,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342822v1?rss=1,Summary skipped due to cap.,,,False,False
91eed60bdeac7225c66037e6c9975c62a00e7a4999f58a1dd017dc5cf9fb01b6,Guidewire Morphology as a Predictor of Vascular Tortuosity and Advancement Difficulties During Right Upper Limb Coronary Angiography,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342793v1?rss=1,Summary skipped due to cap.,,,False,False
a4320a051ac529b620ad853f45095b011e76d7efe8d9c61c4706b69b81176701,Erythrogram directly from the microscope eyepiece: a feasibility study using artificial intelligence,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.23.25342416v1?rss=1,Summary skipped due to cap.,,,False,False
97cd552b91c39d402a915a3590045c4f4f8fa1769dc3d72113a13f32e22f8e40,Training needs of the aged care workforce providing services to Aboriginal and Torres Strait Islander peoples in South Australia: A cross-sectional survey,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342785v1?rss=1,Summary skipped due to cap.,,,False,False
50a26d5152d2b63725c60996f8e73a24555dca13fb0669698387a30b3e91bede,Rare coding variation in OCD implicates shared genes with other psychiatric disorders,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.22.25342827v1?rss=1,Summary skipped due to cap.,,,False,False
6f075581a7f400fef03ad39d369d31c22c2115a9d19196005b275a53c66eef7d,Predicting Motor Trajectories and Mapping Progression Subtypes in Parkinsons Disease via Structure-Function Neural Field Encoding and Multi-View Representation,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342791v1?rss=1,Summary skipped due to cap.,,,False,False
1bef3451d3093a10a8ab6c0597a380fcf8b69c947ef987d091127f1eed2ccf4a,Mechanical Versus Manual Ventilation During Cardiopulmonary Resuscitation: A Systematic Review and Meta-Analysis,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.19.25342720v1?rss=1,Summary skipped due to cap.,,,False,False
79787752d12fb7d30e834483dd0d9609e97f169db3d4da22ca6a471f2d381117,Comparative Study of the Prevention and Control of Sexually Transmitted Infections Including Genital Chlamydia in Young People Aged 15-24 Years: SWOT Analysis and TOWS Matrix in Mali and Burkina Faso,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342780v1?rss=1,Summary skipped due to cap.,,,False,False
9e2fc5a53165e1dca9e4648eece6d533903c76ab2f82e5c1e4f24ea3ee40ce14,Parental Perception of Children Sleep Pattern Changes During FIFA 2022,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342765v1?rss=1,Summary skipped due to cap.,,,False,False
74476e651e4f98bc98fc0f3c14d87b293582f127c71023dc83197d8ddeeb27aa,Associations between disease-specific polygenic risk scores and disease-specific causes of death in the UK Biobank cohort,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342770v1?rss=1,Summary skipped due to cap.,,,False,False
75d2495c26b2db1da05b05f8174de0d21dec654331321a516145b2da5443011f,Multitask Artificial Intelligence-Based Electrocardiogram Tool for Preoperative Cardiac Testing in Noncardiac Surgery: Retrospective Cohort Study of Health Care Utilization and Costs,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342775v1?rss=1,Summary skipped due to cap.,,,False,False
42dd9316055e4ba950b6494cdc7e11023efa3e52698b313dbb82cbe8329dbf28,ARCADE: Enhancing Automated Document Analysis Through Adversarial Multi-Agent Validation,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342744v1?rss=1,Summary skipped due to cap.,,,False,False
416c71fa1fa0a7cb4f37d7543a5b9b6538eceb29e66aa8254aa39f9f9afd12f9,"CKS2, ERG28, ERP44, and FAM32A as Therapeutic-Responsive Oncogenic Biomarkers in Adrenocortical Carcinoma: A Multi-Omics, Systems-Level Analysis",medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342239v1?rss=1,Summary skipped due to cap.,,,False,False
2a5d928627d508dd2abd26afca073bd551b055482a4e7b0aa6af4f443f92c2a5,"Characterization of Entomological Drivers of Malaria Transmission in Five Villages, Keerom Regency, Papua, Indonesia",medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.19.25342627v1?rss=1,Summary skipped due to cap.,,,False,False
034213faba5085649b603d3006ee218d1c05cdc4521600862a7ea7ffe59aebed,The Calculus of Confidence: Modelling Vaccine Hesitancy and Strategies for Support,medRxiv (all),,2025-12-23T00:00:00,https://www.medrxiv.org/content/10.64898/2025.12.21.25342784v1?rss=1,Summary skipped due to cap.,,,False,False
56c579d0d797a5f96cc500831a740aef62ec75c5169121af718ff10f41833a74,RNF186 as a Prognostic Biomarker and Its Correlation with Immune Cell Infiltration in Clear Cell Renal Cell Carcinoma,PubMed - cancer (broad),,2025-12-26T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41452635/,No LLM provider configured.,,,False,False
0363f49f0d8431dfa11b7ad630fa2beca7fdfd53ada32b0ae364c576554fbac8,Patient-Reported Outcomes Across Treatment Strategies in Papillary Thyroid Microcarcinoma: A Meta-Analysis,PubMed - cancer (broad),,2025-12-26T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41452620/,No LLM provider configured.,,,False,False
2ef6f4f6854e821ab2fe64d8337435e63f4523da99ee9c5b3b56ef30ecaaaebd,Enhancement of Patient-Centered Lung Cancer Screening: The MyLungHealth Randomized Clinical Trial,PubMed - cancer (broad),,2025-12-26T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41452617/,No LLM provider configured.,,,False,False
98805f1109746b5b5b3179c71c75a20304e60d26aada56bf6753518054ac72d1,Baseline Fatigue and Severe Toxic Effects in Patients With Cancer Receiving Systemic Therapy,PubMed - cancer (broad),,2025-12-26T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41452615/,No LLM provider configured.,,,False,False
3ca23ccae9617c629e0845fd7d4a054e5d41ab6e0269d019043b5faac1722b6b,Concerns in the Propensity Score-Matched Analysis-Reply,PubMed - cancer (broad),,2025-12-26T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41452614/,No LLM provider configured.,,,False,False
8d59d3f87aea1f90608f116a108aa5ef76bc914ae57b371ec1ea5d28eb8d660b,Immune Checkpoint Inhibitor-Induced Diabetes Across National Cancer Institute Trials That Included PD-1 or PD-L1 Agents,PubMed - cancer (broad),,2025-12-26T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41452607/,No LLM provider configured.,,,False,False
ea50e020ba75a0459b66a77588f09fde5d87eb9d9bf4462c0f7d7a2c1c627f84,Oncology Drug Revenue and Price Negotiation,PubMed - cancer (broad),,2025-12-26T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41452598/,No LLM provider configured.,,,False,False
4670e479add3262b738ed036cb76e5e950329a43b74a651a013714e971096ca3,"""Exosomal blueprint of lung-tropic metastasis: molecular signatures, microenvironmental conditioning, and translational implications in cancer""",PubMed - cancer (broad),,2025-12-26T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41452573/,No LLM provider configured.,,,False,False
7ff284c6ba05675aa02955bdc54a5b82cf2051da4cf27a6789fbb664033e2b05,Role of Aldo-Keto reductase family 1 member C in cancer progression: a special focus on the role of AKR1C1 in pancreatic cancer,PubMed - cancer (broad),,2025-12-26T00:00:00,https://pubmed.ncbi.nlm.nih.gov/41452572/,No LLM provider configured.,,,False,False
